;v_x;v_y;dpsi;INS_Lat;INS_Long;Inv_Path_Radius;Steering_Angle;a_x;a_y;a_z
0 days 00:01:42.441438280;16.409166666666668;-0.1151388888888889;-0.24937846128912314;52.64990565833333;9.752977025;-0.015308333333333334;-0.056723200689815706;-0.703704;-4.497122;9.882049
0 days 00:01:42.451438280;16.405;-0.11861111111111111;-0.249727527139522;52.649905141666665;9.7529793;-0.015300000000000001;-0.05679199182024342;-0.34465800000000013;-4.764826;9.880414000000002
0 days 00:01:42.461438280;16.404861111111114;-0.12;-0.249931148885588;52.649904633333335;9.752981525;-0.015300000000000001;-0.0568411283419775;-0.42008600000000007;-4.644163000000001;9.673641000000002
0 days 00:01:42.471438280;16.40125;-0.12;-0.24913120631175725;52.649904058333334;9.7529838;-0.015283333333333335;-0.0568411283419775;-0.583041;-4.4259450000000005;9.709284000000002
0 days 00:01:42.481438280;16.39638888888889;-0.12;-0.24786584260406141;52.64990353333334;9.752986016666666;-0.015208333333333332;-0.0568411283419775;-0.46891800000000006;-4.473469000000001;9.933279
0 days 00:01:42.491438280;16.394861111111112;-0.12;-0.2475894988058289;52.649902958333335;9.752988225;-0.0152;-0.05690991947240518;-0.6086560000000001;-4.66193;9.965434000000002
0 days 00:01:42.501438280;16.391388888888887;-0.12;-0.2474149658806295;52.64990243333333;9.752990500000001;-0.0152;-0.05695905599413927;-0.5892540000000001;-4.6503760000000005;9.696095
0 days 00:01:42.511438280;16.389861111111113;-0.12013888888888889;-0.24767676526842863;52.64990185833333;9.752992716666666;-0.0152;-0.05695905599413927;-0.27141000000000004;-4.430523;9.687702000000002
0 days 00:01:42.521438280;16.38625;-0.12361111111111112;-0.2477494873205951;52.64990133333333;9.752994925;-0.0152;-0.05695905599413927;-0.640811;-4.588464;9.775556000000002
0 days 00:01:42.531438280;16.381249999999998;-0.125;-0.24728406618672993;52.64990075;9.752997200000001;-0.0152;-0.05695905599413927;-0.738148;-4.487312;9.491175
0 days 00:01:42.541438280;16.376388888888886;-0.125;-0.24734224382846307;52.64990015;9.752999416666666;-0.0152;-0.05695905599413927;-0.23751100000000003;-4.449816;9.624046000000002
0 days 00:01:42.551438280;16.374861111111112;-0.125;-0.2471386220823971;52.649899558333324;9.753001616666667;-0.0152;-0.05695905599413927;-0.500201;-4.562086;9.540988000000002
0 days 00:01:42.561438280;16.37138888888889;-0.125;-0.24764767644756208;52.64989903333333;9.753003816666665;-0.0152;-0.05695905599413927;-0.49268000000000006;-4.440333;9.540443000000002
0 days 00:01:42.571438280;16.36986111111111;-0.12513888888888888;-0.24857851871529238;52.649898449999995;9.753006016666665;-0.015216666666666665;-0.05695905599413927;-0.389784;-4.564811000000001;9.943525000000001
0 days 00:01:42.581438280;16.36638888888889;-0.12861111111111112;-0.2488839513343914;52.64989785;9.753008224999999;-0.015291666666666669;-0.05689026486371157;-0.7471950000000002;-4.609937000000001;9.810872
0 days 00:01:42.591438280;16.365000000000002;-0.13;-0.2491748395430571;52.64989725;9.7530105;-0.015300000000000001;-0.0568411283419775;-0.39207300000000006;-4.511074000000001;9.382829000000003
0 days 00:01:42.601438280;16.364861111111114;-0.12986111111111112;-0.24943663893085627;52.649896649999995;9.753012716666666;-0.015300000000000001;-0.05677233721154979;-0.232497;-4.411339000000001;9.62579
0 days 00:01:42.611438280;16.361250000000002;-0.12652777777777777;-0.24901485102829093;52.64989605833333;9.753014916666666;-0.015300000000000001;-0.056723200689815706;-0.827092;-4.536362000000001;9.843572
